rec_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role,_gt_id
rec-119-dup-2,chi,f,33,19870128,,ella,hong,nsw,bellthorpe,5026,10,florey dcrive,,612 53377860,4085719,1,NoRole,rec-119
rec-172-dup-3,eng,m,35,19850625,,tant,samuelson,,wungarra,3212,8,toolambi strit,,07 26623775,2756139,9,NoRole,rec-172
rec-167-org,chi,f,30,19901221,mr,andrew,ouyong,vic,picnic point,2113,9,knoke avenue,,8 67338224,7434433,0,NoRole,rec-167
rec-11-org,usa,f,31,19890305,ms,zachary,summers,qld,colevale,2256,137,tullaroop street,,613 77724820,6493265,9,NoRole,rec-11
rec-80-dup-1,usa,f,32,19880314,,si as,compton,nsw,duffys f orest,2148,3&,swinden  t reet,,612 41253692,8291365,5,NoRole,rec-80
rec-83-org,ger,f,36,19840511,ms,samantha,kneib,,wooree,4122,13,yambina crescent,,08 87041763,8101835,5,NoRole,rec-83
rec-31-dup-1,ger,f,34,19860707,,jacob,zoer,nsw,stanford merthyr,2333,31,minnett cloze,,612 42797304,8180499,6,NoRole,rec-31
rec-218-org,chi,f,24,19960831,,luke,aw,wa,north lake,2256,71,burns circuit,,618 81855908,4898676,4,NoRole,rec-218
rec-293-dup-0,chi,f,12,20080201,,bro ke,fu,sa,goodwood,2135,7,gungurra  rescent,bethel hostel,07 93913672,34G3 33,1,NoRole,rec-293
rec-234-dup-0,ara,m,13,,ms,aneka,yusayrah,nsw,bowning,5003,8,coane street,brentwood village,02 90326073,9724671,6,NoRole,rec-234
rec-241-org,swe,f,30,19900525,,jake,ottestad,nsw,bellata,2652,127,bourke place,hazel hill,2 92598113,6700773,7,NoRole,rec-241
rec-64-org,ira,m,10,20100625,dr,lara,eftekhari,nsw,theodore,2166,506,jansz crescent,,03 31193842,4099222,9,NoRole,rec-64
rec-169-dup-1,eng,,,19900413,,kynma,derick,qld,commissioners flat,2177,10,haddon street,,613 32086491,2221423,5,NoRole,rec-169
rec-171-dup-2,usa,f,26,19940717,mr,jare,valen u la,vic,drou in,3803,56,goodhart crescent,,618 64303978,9673 70,4,NoRole,rec-171
rec-30-org,usa,f,,19650315,,david,hebert,wa,blythewood,3450,4,crozier circuit,,8 01107766,8873085,9,NoRole,rec-30
rec-184-org,dut,f,26,19941018,,logan,vanpoele,,kirwan,2474,57,longstaff street,,07 23016168,1583077,3,NoRole,rec-184
rec-65-dup-1,eng,,,19490319,,ambe,tennvs n,vic,annandale,2546,1o4,wrenfordsley place,,8 52155054,764 302,7,NoRole,rec-65
rec-152-org,ind,f,,19300105,,angelica,sreedhar,vic,woolamai,4173,11,rodda place,wyuna,,6545421,0,NoRole,rec-152
rec-173-org,chi,f,35,19850323,,rachel,ling,,yangan,4670,12,bray place,,08 80275564,6247513,2,NoRole,rec-173
rec-7-dup-1,eng,,28,19921211,ms,joxua,dravea,vic,molesworth,2785,8,bunya close,kinks vale,618 28396626,1867076,3,NoRole,rec-7
rec-296-dup-0,usa,f,22,19981223,,emiily,nguyen,,cronug lla,2199,6,postle soecuit,,08 75955873,9123110,3,NoRole,rec-296
rec-249-dup-0,ara,f,32,19880426,,l il y,jawharah,vic,barnadown,6053,4,dicksonshopping centre,,08 4s4 5151,4733565,5,NoRole,rec-249
rec-166-dup-2,usa,,36,19841011,,am,peck,nsw,bawley point,5 20,5,kempclose,,2 50213 72,5860272,6,NoRole,rec-166
rec-243-dup-0,unk,,22,19981126,pfc,luk,scollard,nsw,prockken hill,5075,49,medley street,,02 71904337,7365611,3,NoRole,rec-243
rec-159-dup-1,unk,f,3,19831123,,willow,sclafani,sa,o'sulliva  beach,2147,|,lortplace,middle rock park,7 82874345,3654029,8,NoRole,rec-159
rec-0-org,ger,f,39,19810425,,thomas,rosenberg,vic,nerrena,2068,31,tadgell place,,8 33916573,2181548,4,NoRole,rec-0
rec-180-dup-1,unk,f,30,,mr,harrison,streckfjuss,qld,marburg,2224,36,wayal place,northpoint,613 20536399,1610382,3,NoRole,rec-180
rec-254-dup-0,ser,f,26,19941018,mr,sophie,postnyak,vic,dikby,6330,1,o'halloran circuit,,618 21922429,3558726,5,NoRole,rec-254
rec-37-org,unk,m,39,19810807,,isabella,aakre,,killara,3136,98,longford street,,,8319409,8,NoRole,rec-37
rec-169-dup-4,eng,,30,19900413,,kynan,derrick,vlc,commissioners flat,2170,10,haddon street,,613 32086491,2221423,5,NoRole,rec-169
rec-62-dup-0,chi,m,,19430322,ms,kirrah,ta n,,yarr mbat,506 3,&8,,,08 6745 140,4637310,3,NoRole,rec-62
rec-56-org,usa,f,,19530715,,ella,mckenzie,nsw,mirrabooka,2170,6,lamble place,diablo,03 82420522,8351996,8,NoRole,rec-56
rec-176-dup-4,ser,,9,20110222,hon,reni,crnogorac,qld,columbia,4171,24,kambalda crescent,windy gully,3 19410373,3623695,9,NoRole,rec-176
rec-232-dup-0,eng,f,29,19910119,,ava,danelo,wa,harrismith,2115,24,boyland close,,02 76747687,2923283,6,NoRole,rec-232
rec-265-dup-2,eng,f,21,19990709,ms,kayden,re 'l er,nsw,church  oint,4030,1,biddlecombe street,,2 67515858,4380123,3,NoRole,rec-265
rec-227-dup-3,cze,m,23,1997O719,,kaitlin,vesela,ql,harri t,3942,18,cassinia street,schofieldh ll,3 19459258,6627319,1,NoRole,rec-227
rec-182-org,pol,f,29,19910526,,harriet,borzykowski,vic,wurruk,6302,6,tennyson crescent,kareela,08 01905423,9945945,2,NoRole,rec-182
rec-58-dup-0,usa,f,31,,ms,sttephani,nieves,nsw,zindera,2122,24,pickles street,,2 76611290,2817765,2,NoRole,rec-58
rec-176-dup-0,ser,,9,20110222,hon,renea,crnokorac,qld,ckolumia,4171,24,kambalda crescent,windy gully,3 19410373,3623695,9,NoRole,rec-176
rec-69-dup-0,eng,f,24,19960610,,kylee,,vik,mandurank,5067,4,hken ztreet,,8 95508500,1775777,1,NoRole,rec-69
rec-63-dup-1,vie,f,11,20090523,dr,scott,trung,,young,0810,415,marrawah street,,08 74137505,6623732,0,NoRole,rec-63
rec-138-dup-1,fre,,34,19860821,,lucck,hyrez,nsw,granville,2518,8,woolcock strit,,02 40036898,9109973,4,NoRole,rec-138
rec-22-org,chi,,,19081117,,jordan,peng,nsw,darling point,4102,15,len waters street,summer hill,612 94752362,7345139,9,NoRole,rec-22
rec-214-dup-1,eng,f,3|,19890724,,ruby,rayne,ac t,bank,401,3,pennington crescent,ellwood,02 3774 913,3550674,5,NoRole,rec-214
rec-44-org,ind,f,34,19860311,pfc,zachary,jhangiani,nsw,nimbin,2228,265,wilson crescent,brileen,02 97802869,2313435,6,NoRole,rec-44
rec-35-dup-0,ger,,34,19860313,ms,noa,prinosil,wa,hrricck,7017,129,rose scot ciahcuit,the range village,08 33724436,6255812,3,NoRole,rec-35
rec-240-dup-2,jew,,17,20100424,dr,charlotte,bakstansky,vic,rayweood,7109,29,gundulu place,,618 02619686,9756619,3,NoRole,rec-240
rec-243-org,unk,,22,19981126,pfc,luke,scollard,nsw,broken hill,5075,49,medley street,,02 71904337,7365611,3,NoRole,rec-243
rec-153-dup-0,ina,f,28,19920619,dr,kryzdal,widzaja,qld,mount tamborine,5311,50,klancy street,,02 66251038,6131779,0,NoRole,rec-153
rec-246-dup-0,ger,f,3,19860613,mr,latham,halder,wa,malmal  ng,5085,2,kenyon circuit,the  ocks,08 79174399,30272 7,6,NoRole,rec-246
rec-203-dup-1,afg,m,20,20000706,,jac0b,lodhi,wa,danda nning,3691,135,maurice place,fernda e,08 49 722032,9088543,3,NoRole,rec-203
rec-137-org,ina,,,19160113,,sachin,wijaya,sa,whyalla,3137,5,ivo whitton circuit,cargo road,07 52838593,6414899,7,NoRole,rec-137
rec-167-dup-1,chi,f,30,19901221,mr,andrew,ouyon,vic,picnic point,2113,9,knoke vaenue,,8 67338224,7434433,0,NoRole,rec-167
rec-155-org,ind,,38,19820518,mr,erin,lalit,,wahroonga,3150,,brill place,,03 87356169,8655238,0,NoRole,rec-155
rec-129-org,ind,f,35,19850729,ms,elysse,tarachandani,,mansfield park,2291,137,macdowell street,banyula retirement village,07 22804673,8682177,7,NoRole,rec-129
rec-89-dup-2,unk,f,29,19910322,,chloe,aank,vic,laverto nnorth,5158,57,,,8 84548267,3352116,6,NoRole,rec-89
rec-127-dup-0,eng,f,21,19990830,,oli v r,,n5w,lake munmorah,24 0,56,bellinger circuit,rp 31513,2 31546123,543992,0,NoRole,rec-127
rec-183-dup-0,abo,f,33,19870807,,shal ira,ofanenqaue,,kura y,4164,210,crisp circuit,glengallan,08 87069126,4875 95,0,NoRole,rec-183
rec-273-dup-0,afg,f,26,19940221,mst,carlin,wajir,vic,kerrie,4013,21,alpord sttreet,,08 94319032,3304515,1,NoRole,rec-273
rec-32-org,eng,,,19550718,ms,erin,tennison,vic,nunawading,6701,26,myles connell crescent,grand central,8 51122535,1263253,8,NoRole,rec-32
rec-261-org,unk,f,20,20000204,hon,benjamin,straw,nsw,firefly,2481,85,snowden place,,07 31574019,1187073,9,NoRole,rec-261
rec-72-org,eng,f,33,,,montana,royle,qld,halls creek,4132,23,wells garden,la villades pins,03 47887621,2451055,4,NoRole,rec-72
rec-141-org,chi,f,31,19890320,,hayden,liu,nsw,tomago,3568,300,la perouse street,,02 86018940,3320586,3,NoRole,rec-141
rec-1-dup-1,,f,,19860707,mr,kelsey,oddy,,ascot,2147,53,anthony rolfe street,waikare,04 62675811,3778629,8,NoRole,rec-1
rec-281-dup-1,usa,,1 1,20091003,,chevonne,oliver,vi,pakenham,67 14,9,,,08 20979853,1227858,2,NoRole,rec-281
rec-244-dup-1,,f,32,19880 213,,tahlia,vincent,vi c,arthurscreek,316,34,castieau street,,,6861190,2,NoRole,rec-244
rec-286-org,usa,f,28,19920820,,freya,davenport,nsw,box hill,2089,166,totterdell street,grand view,612 11264524,2680942,6,NoRole,rec-286
rec-80-org,usa,f,32,19880314,,silas,compton,nsw,duffys forest,2148,38,swinden street,,612 41253692,8291365,5,NoRole,rec-80
rec-216-org,unk,f,26,19940530,,lara,scorsone,nsw,hillsdale,2153,29,meeson street,,2 46738176,9645683,3,NoRole,rec-216
rec-228-org,ina,f,20,20001204,,harrison,,nsw,kings langley,5244,13,dirrawan garden,,03 05711906,8662446,8,NoRole,rec-228
rec-245-org,wel,f,25,19950908,,shandril,shone,vic,avenel,2747,45,grayson street,,04 36020056,3791880,4,NoRole,rec-245
rec-134-dup-2,unk,m,29,19910915,,lucas,strangway,v i,alb an v ale,2228,39,givens street,,08 69740178,5339880,2,NoRole,rec-134
rec-132-dup-4,usa,f,1,20090321,,jairus,moran,vi c,kilmore,222 9,19,mcmasterstreet,,618 120 9088,9841726,7,NoRole,rec-132
rec-65-org,eng,,,19490319,,amber,tennyson,vic,annandale,2546,104,wrenfordsley place,,8 52155054,7648302,7,NoRole,rec-65
rec-106-dup-3,hun,f,32,,mr,toby,arany,qld,welcome creek,5606,8,eaglemont retreat,longhoude,03 30328984,6707820,3,NoRole,rec-106
rec-239-dup-0,ind,f,36,198408 7,,ky le,koneru,n5w,weilmoringle,4012,39,figg place,,612 02064897,5757629,3,NoRole,rec-239
rec-19-org,usa,,,19500528,,bailey,ayala,tas,clarence point,3709,32,currie crescent,,7 27498277,5845151,8,NoRole,rec-19
rec-271-dup-2,chi,f,,20010511,ms,isabella,kai,,katandra,4064,27,eldridge street,,618 02790778,9772281,5,NoRole,rec-271
rec-230-org,ind,f,11,20091130,,kyle,suvrata,wa,courtenay,3860,37,wambaya crescent,,08 63748473,4309549,2,NoRole,rec-230
rec-79-dup-3,usa,f,29,19910927,,emet,penson,nsw,ckrafen,6105,124,guginya crescent,,2 34233163,1493339,7,NoRole,rec-79
rec-92-dup-2,ger,,26,19941103,,riley,guggenberger,nsw,valleynyeghts,2121,5,rich syreet,,2 85192833,6950706,3,NoRole,rec-92
rec-132-dup-1,usa,f,11,200903 1,,jairus,moran,vic,kil ore,2229,1,mcmaster street,,618 12079088,9841 26,7,NoRole,rec-132
rec-196-dup-1,chi,f,,,,isabella,ka,nsw,empirei pvle,3770,24,harcourt street,,2 25487180,8360664,2,NoRole,rec-196
rec-56-dup-0,usa,f,,19530715,,ela,mckensie,nsw,miahrapoocka,2170,6,lamble place,diablo,03 82420522,8351996,8,NoRole,rec-56
rec-296-dup-1,usa,f,22,19981223,,emiily,nguhwn,,cronzlla,2199,6,circuitp ostle,,08 75955873,9123110,3,NoRole,rec-296
rec-174-dup-2,usa,,,19900831,,georia,ferris,vic,newhaven,2612,23,lampard circuit,,618 52734090,6858460,1,NoRole,rec-174
rec-44-dup-3,ind,f,34,19860311,pfc,zachary,jhangiani,nzw,nimpin,2228,265,ilson krescent,prileen,02 97802869,2313435,6,NoRole,rec-44
rec-27-org,ita,f,25,19950813,hon,alicia,paluzzi,nsw,pappinbarra,4217,30,hay street,,2 02826158,2592227,7,NoRole,rec-27
rec-127-dup-3,eng,f,21,19990830,,o|iver,,nsw,lake mun orah,245 0,56,bellinge r circuit,rp 31 13,2 31546123,5439928,0,NoRole,rec-127
rec-256-org,eng,f,36,19840321,,isabella,milligan,wa,ora banda,4805,143,catchpole street,,08 11625509,6719498,0,NoRole,rec-256
rec-72-dup-0,eng,f,33,,,montana,royle,qld,halls c r eek,4132,2 3,wells garden,la villades pins,03 4788762|,2451055,4,NoRole,rec-72
rec-229-dup-0,ara,f,,,,jam e s,man l,ql,mount lawless,2 207,11,roseworthy crescent,,613 77274060,3951643,7,NoRole,rec-229
rec-219-dup-2,swe,,10,20101107,,jazmine,stranka,qlt,lota,2165,40,bamford street,,03 71540236,1877378,4,NoRole,rec-219
rec-220-org,usa,,,19180324,mr,oliver,mcclain,wa,nambeelup,6167,24,gilmore crescent,,8 66575598,6955690,8,NoRole,rec-220
rec-14-dup-0,ind,f,25,19950924,ms,matthew,dhupam,nsw,woodfokd,4067,6,de little circuit,,07 43835181,7250967,6,NoRole,rec-14
rec-24-dup-0,chi,f,24,19960921,,matilda,chuger,nsw,manly vale,1349,64,,,02 44966028,4495131,6,NoRole,rec-24
rec-227-org,cze,m,23,19970719,,kaitlin,vesela,qld,harriet,3942,18,cassinia street,schofield hill,3 19459258,6627319,1,NoRole,rec-227
rec-204-dup-1,unk,f,,19730503,,makensie,skofield,,zafety bay,3178,24,longwordh place,zt francis vlge,04 40882479,3165767,1,NoRole,rec-204
rec-121-org,,f,,19601129,dr,carlin,sandman,qld,beenaam valley,2097,38,temperley street,,613 99235412,1106101,5,NoRole,rec-121
rec-66-dup-2,nor,v,27,19931220,,jared,sjo,qld,willowbank,4132,147,adam plake,sttrageath,613 27491282,7968569,0,NoRole,rec-66
rec-49-dup-0,eng,,31,19890331,,jacob,bloxnbam,act,fraser,3039,4,canberra avenue,finemore caravan park,02 49021447,8728319,4,NoRole,rec-49
rec-247-org,pol,m,36,19840204,,finnbar,dzielwialtowski,vic,port lincoln,0812,314,foxall street,gregory heights,618 60561109,9122903,4,NoRole,rec-247
rec-223-dup-1,usa,f,35,19850511,,bodhi,abbott,qld,airlie beach,7331,27,kapunda street,willandra village,3 42108905,6365827,9,NoRole,rec-223
rec-188-dup-0,eng,v,,19151005,,ela,bramson,vic,campbelz creek,2154,12,hitty crescent,,618 36769458,5670886,4,NoRole,rec-188
rec-38-dup-1,ind,v,30,19901121,mr,timoty,meahxia,wa,malaka,2166,23,kingsford smith drive,,618 11814415,8046626,6,NoRole,rec-38
rec-123-dup-1,eng,f,31,19890830,pfc,lachlan,christophers,nsw,,2084,2,macdowelsreet,rosetta village,,8936860,0,NoRole,rec-123
rec-88-dup-0,ind,m,27,19930729,,alana,duahmada,vic,inverlei,3021,5,bennelong crescent,,8 41602227,6230452,4,NoRole,rec-88
rec-94-dup-0,ind,f,25,19950326,ms,andrew,garlanga,sta,prahma lodge,3006,7,durville crescent,,7 31845890,8239738,6,NoRole,rec-94
rec-155-dup-2,ind,,39,19820518,mr,erin,lalit,,warooga,3150,,brill place,,03 87356169,8655238,0,NoRole,rec-155
rec-201-org,usa,f,29,19910213,,rachel,flores,qld,mcdesme,2261,47,mainwaring rich circuit,,613 96958018,7240662,3,NoRole,rec-201
rec-69-dup-1,eng,f,24,19960610,,kylea,,vic,manturang,5067,4,awken street,,8 95508500,1775777,1,NoRole,rec-69
rec-275-dup-1,chi,f,,19450824,,mon ue,muo,vic,doncast r east,2480,18,north place,,08 67025667,6821022,0,NoRole,rec-275
rec-141-dup-0,chi,f,31,19890320,,haidne,liu,nss,tomago,3568,30,la perouse street,,02 86028940,3320586,3,NoRole,rec-141
rec-226-dup-0,rus,f,,19220602,,lucy,lolagoev,w a,citybe ch,6109,1,chipperfield circuit,,618 38519603,1461446,8,NoRole,rec-226
rec-41-dup-1,eng,,,19650 22,,jessica,winterbottom,nsw,burgooney,2602,3,alabasterstreet,merino downs rmb 1194,02 28960557,3069984,1,NoRole,rec-41
rec-203-dup-2,afg,m,20,20000706,,jacob,lodhi,wa,dandanning,3691,135,mauric e p lace,ferndale,08 49 722032,9088543,3,NoRole,rec-203
rec-119-org,chi,f,33,19871028,,ella,hong,nsw,bellthorpe,5016,10,florey drive,,612 53377860,4085741,1,NoRole,rec-119
rec-241-dup-2,swe,f,3,19900525,,jake,otte tad,nsw,bellata,Z652,127,bourke p ace,ha2el hill,2 92598113,6700773,7,NoRole,rec-241
rec-186-dup-0,usa,f,41,19790328,pfc,lucaz,gaines,kwld,domville,4301,1,appel krezsent,,613 42975257,6827575,3,NoRole,rec-186
rec-258-dup-0,chi,f,26,19940417,mr,joshua,yow,vic,cowangie,3840,20,aston vrrcent,,04 85809731,3897433,1,NoRole,rec-258
rec-244-dup-2,,f,3,19880  3,,tahlia,vi cent,vic,arthurs creek,3160,34,castieau street,,,6861190,2,NoRole,rec-244
rec-266-dup-2,usa,f,,19340620,,mickaela,munoj,vic,koleraine,3860,6,payly place,,618 20377912,8945549,9,NoRole,rec-266
rec-118-dup-0,ind,f,24,,ms,abbi,ckoli,nt,kaltukatjara,2099,154,padbury street,glenviw,613 12506939,7588676,9,NoRole,rec-118
rec-194-dup-0,chi,,37,19830218,,lucs,tang,sa,cobd ogla,3|79,1,michell street,willandra,07 51636642,8582160,2,NoRole,rec-194
rec-211-org,gre,f,34,,,james,yannopoulos,wa,goonellabah,2217,52,kootingal street,tallangatta medical centre,618 60950419,8800149,3,NoRole,rec-211
rec-104-dup-0,usa,m,22,19981121,,alivia,quinn,nsw,fai l ord,2145,32,allanbee street,ki0 a,02 59143904,7283048,8,NoRole,rec-104
rec-15-dup-1,usa,,44,,,joshu,lowery,vic,hey o d,2541,8 9,lexcen avenue,ra 23076,08 80190558,G033103,8,NoRole,rec-15
rec-81-dup-0,unk,f,31,19890124,,alex andra,,wa,bindoon training area,318 1,4,lewin street,warrah  ea,,9143385,9,NoRole,rec-81
rec-255-org,eng,,23,19970317,mr,lachlan,thomson,nsw,picnic point,6009,57,helemon street,farringdon vlge,2 42009707,6822804,4,NoRole,rec-255
rec-34-org,unk,,,,ms,caleb,abbondandola,nsw,brocklesby,2287,33,,stan-fast,02 59096586,3923721,8,NoRole,rec-34
rec-101-org,chi,f,12,20080310,ms,brandon,niu,nsw,molloy,3074,54,boddington crescent,,,9138248,0,NoRole,rec-101
rec-15-org,usa,,44,,,joshua,lowery,vic,heywood,2541,89,lexcen avenue,ra 23076,08 80190558,6033103,8,NoRole,rec-15
rec-34-dup-4,unk,,,,ms,caleb,abbondandola,ns w,brock l esby,22&7,3,,stan-fast,02 59096586,3923721,8,NoRole,rec-34
rec-5-org,chi,f,33,19870907,dr,max,zou,vic,breakwater,,46,alanson place,,8 68640142,7225284,6,NoRole,rec-5
rec-84-org,ger,,28,19920106,,andrew,kielgass,wa,exmouth gulf,3071,52,borrowdale street,,8 22747647,8951761,6,NoRole,rec-84
rec-250-dup-1,ira,,28,19890721,ms,laurn,shabani,qld,studio village,2577,29,abercrombie circuit,,3 39216946,4411690,9,NoRole,rec-250
rec-178-dup-3,unk,f,,19911 08,,stepha ie,sckel,vic,buxton,4305,2 3,cowlishaw  treet,,8 7132 5564,9883612,0,NoRole,rec-178
rec-5-dup-3,chi,f,33,19870907,dr,maekz,zou,vic,breackwater,,46,alanson place,,8 68640142,7225284,6,NoRole,rec-5
rec-164-dup-3,eng,f,,19261020,,wiliam,braddock,klt,peranga,3806,30,fenwik plase,,07 28773560,6780141,6,NoRole,rec-164
rec-22-dup-1,chi,,,19081117,,jordan,pefg,nsw,darling point,4021,15,len waters street,summer hill,612 94752362,7345139,9,NoRole,rec-22
rec-268-dup-0,usa,f,32,1988032,dr,soph ie,cooper,vic,womb l ano,2095,10,southweJl street,dusty corner,618 99958776,3505707,9,NoRole,rec-268
rec-253-dup-0,usa,f,3s,19851015,,abb,lester,sa,mod bury,253 0,101,wilkins street,blaxlands ck,,4285837,4,NoRole,rec-253
rec-261-dup-0,unk,f,20,20000204,hon,penjamin,straw,nstw,virefly,2481,85,snowden place,,07 31574019,1187073,9,NoRole,rec-261
rec-221-dup-4,dut,f,33,19870714,,blake,vedd r,,beverl e y park,6007,Z,bancks crescent,,08 15472563,4401326,9,NoRole,rec-221
rec-156-dup-2,tha,f,31,19890615,,olifia,yongxaiyudh,sa,macclesfield,2031,17,chandler sdtrit,,7 94626985,7948831,9,NoRole,rec-156
rec-163-dup-2,ind,m,20,20000420,,isaac,nerurkar,qld,glanmire,4871,116,hayley street,beerenberg farm,,5439463,0,NoRole,rec-163
rec-226-dup-1,rus,f,,192206 02,,lucy,blagoev,wa,city be ch,6109,18,chipperfie ld circuit,,618 38519603,1461446,8,NoRole,rec-226
rec-1-dup-2,,f,,19860707,mr,kelsey,oddy,,ascot,2147,14,anthony roole street,waikare,04 62657811,3772869,8,NoRole,rec-1
rec-97-dup-0,abo,f,2 9,19910621,pfc,micha I,goolagong,,blayney,2750,2,petterdstreet,eul ong,04 82397461,2626075,1,NoRole,rec-97
rec-146-dup-0,unk,f,,19840828,,laure n,scogin,qld,irongate,4077,83,habgoodplace,,3 6g019410,9774 75,4,NoRole,rec-146
rec-192-dup-0,eng,f,30,19900526,mr,joel,addison,qld,saunders beach,3356,426,rivettstreet,,03 63735741,2275977,6,NoRole,rec-192
rec-161-dup-2,rom,f,25,19950714,,sh aij,prunea,nsw,mangerton,3204,201,bottrill street,the lakes retirement village,2 62015699,7638362,6,NoRole,rec-161
rec-149-dup-0,ger,,27,19931130,,lauren,dolmet ch,vic,kewea st,2541,1,spowers circuit,bowilla court,618 78532323,9959027,7,NoRole,rec-149
rec-231-org,fin,f,,19101228,,brayden,paasilinna,nsw,merbein south,5097,6,mcdonald street,,612 66109700,9788824,3,NoRole,rec-231
rec-153-org,ina,f,28,19920619,dr,crystal,widjaja,qld,mount tamborine,5311,50,clancy street,,02 66251038,6131779,0,NoRole,rec-153
rec-191-dup-0,jew,m,33,19870812,,warrikk,palyakof,qld,carina heighds,3992,5,murchizon street,,03 31293271,4953222,2,NoRole,rec-191
rec-92-dup-3,ger,,26,19941203,,riley,guggenberger,nsw,valley heights,2121,5,rich xtet,mckinnon glen,2 85192833,6950706,3,NoRole,rec-92
rec-291-dup-2,eng,,31,19891012,dr,nicholas,rogeorson,vic,st kilda east,2232,18,bonniniiace,tylden park,08 84152044,7677221,6,NoRole,rec-291
rec-7-dup-0,eng,,28,19921211,ms,joxua,drafeah,vic,molesworth,2785,8,bunya cloje,kings vale,618 28396626,1867076,3,NoRole,rec-7
rec-172-dup-2,eng,m,35,19850625,,dante,zamuelzon,,wungarrah,3212,8,tulambi street,,07 26623775,2756139,9,NoRole,rec-172
rec-61-org,unk,f,21,19990713,,emma,aarts,qld,mckinlay,4680,13,bougainville street,war veterans hme,613 32627232,2786780,7,NoRole,rec-61
rec-23-dup-2,usa,f,22,19980428,,rakael,mcknight,nsw,lidsttdal,7250,20,tiptree cressent,fourmile,02 81136526,6506315,8,NoRole,rec-23
rec-10-dup-0,unk,f,31,19890524,ms,benjamin,abal lon,nsw,wattle grove,6 16,53,stuart street,winter park,02 9 743 73,2548 85,2,NoRole,rec-10
rec-240-org,jew,m,10,20100424,dr,charlotte,bakstansky,vic,raywood,7109,21,gundulu place,,618 02619686,9756619,3,NoRole,rec-240
rec-190-dup-0,usa,f,28,19920907,ms,sop hie,fr0st,nsw,kanahooka,6025,138,slauin p ace,,04 33489653,8606 98,2,NoRole,rec-190
rec-229-org,ara,f,,,,james,manal,qld,mount lawless,2207,11,roseworthy crescent,,613 77274060,3951643,7,NoRole,rec-229
rec-291-dup-1,eng,,31,19891012,dr,rachel,rogersin,vic,st kilda east,2223,18,bonnin place,tylden park,02 16420658,7677221,6,NoRole,rec-291
rec-155-dup-1,ind,,38,19820518,mr,eril,lalit,,wahroonga,3150,,osburn drive,,03 87356169,8655238,0,NoRole,rec-155
rec-167-dup-2,chi,f,30,19901221,mr,andrew,ouyong,vic,picnic point,2194,9,knoke avenue,,8 67338224,7434433,0,NoRole,rec-167
rec-194-dup-2,chi,,37,19830218,,luc s,t n g,sa,cobdogla,3179,1 0,michell s reet,willandra,07 51636642,8582160,2,NoRole,rec-194
rec-10-dup-1,unk,f,31,19890524,ms,benjamin,aballon,nsw,wattlegrove,6016,53,stuart s t reet,winter park,02 9974 973,2548 85,2,NoRole,rec-10
rec-204-org,unk,f,,19730503,,makenzie,scofield,,safety bay,3178,24,longworth place,st francis vlge,04 40882479,3165767,1,NoRole,rec-204
rec-209-org,usa,f,,19340530,,jayden,williamson,vic,beaconsfield,4114,179,staaten crescent,,08 97262164,9866101,0,NoRole,rec-209
rec-90-dup-2,eng,f,10,20100501,,charl'le,hameldon,,arm:dale,7250,1,fanningplace,,0870845470,9588435,5,NoRole,rec-90
rec-225-dup-2,unk,f,26,1994 126,ms,jaiden,sckel,vic,bowral,6330,51,raoul place,rowetbo rpe,03 379 00 04,2607869,9,NoRole,rec-225
rec-34-dup-2,unk,,,,ms,caleb,abbond andola,nsw,brocklesby,2 287,3 3,,stan-fast,025909 6586,3923721,8,NoRole,rec-34
rec-298-org,chi,,34,19860813,,serena,tseung,vic,gowangardie,6056,36,marengo place,,8 68839841,5045161,0,NoRole,rec-298
rec-68-org,usa,f,25,19950429,,joel,sargent,vic,carrum downs,7018,64,myles connell crescent,taramayne,8 12946273,2637694,2,NoRole,rec-68
rec-222-dup-0,gre,f,36,19841128,,ela,trikoupistt,vik,wernet,3134,2,llewellyn crescent,willandra,618 64033736,2138811,3,NoRole,rec-222
rec-284-org,ser,,39,19810618,ms,jake,radul,vic,heidelberg,3029,51,kerferd street,cremona stud,08 20861596,7825176,1,NoRole,rec-284
rec-241-dup-1,swe,f,3,1990 0525,,jake,ottestad,nsw,bell  ta,2652,127,bourke p ace,hazel hill,2 92598113,6700773,7,NoRole,rec-241
rec-221-dup-1,dut,f,33,19870714,,blake,vedder,,beverl   park,6007,24,banckscr scent,,08 15472563,4401 26,9,NoRole,rec-221
rec-38-dup-3,ind,f,30,19901121,mr,timothy,merkya,a,malaka,2166,23,kingsford smith driv,,618 11814415,8046626,6,NoRole,rec-38
rec-256-dup-0,eng,f,36,19840321,,isabella,mill i gan,w a,ora banda,48  5,143,catchpole street,,08 11625509,6719498,0,NoRole,rec-256
rec-99-dup-0,unk,f,30,19901116,,,scogin,tas,lady bmron,3897,28,hooper crescent,,7 91261779,9200927,2,NoRole,rec-99
rec-113-dup-0,usa,m,29,19910921,,charly,powen,vic,pyalonk,4401,35,oolnoug street,,8 59760482,6058664,5,NoRole,rec-113
rec-238-dup-1,eng,,,190 10610,,oliv r,tr'lggs,qld,ascot,3031,236,o'reillystreet,,383406601,6973666,0,NoRole,rec-238
